key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt,key_resp_Instr_SHAPS.keys,key_resp_Instr_SHAPS.rt,key_resp_SHAPS_test.keys,trials_SHAPS.thisRepN,trials_SHAPS.thisTrialN,trials_SHAPS.thisN,trials_SHAPS.thisIndex,trials_SHAPS.ran,statement_SHAPS,control_SHAPS,Item_nr_SHAPS,SHAPSLoop.thisRepN,SHAPSLoop.thisTrialN,SHAPSLoop.thisN,SHAPSLoop.thisIndex,SHAPSLoop.ran,OrderofScales.thisRepN,OrderofScales.thisTrialN,OrderofScales.thisN,OrderofScales.thisIndex,OrderofScales.ran,nRepsPANAS,nRepsBDI,nRepsSHAPS,nRepsSTAI,key_resp.keys,key_resp.rt,key_resp_instr_STAI_state_2.keys,key_resp_instr_STAI_state_2.rt,key_resp_STAI_state_test.keys,key_resp_STAI_state_test.rt,trials_STAI_state.thisRepN,trials_STAI_state.thisTrialN,trials_STAI_state.thisN,trials_STAI_state.thisIndex,trials_STAI_state.ran,text_STAI_state,control_STAI_state,Item_nr_STAI_state,rescore_STAI_state,key_resp_STAI_2.keys,key_resp_STAI_2.rt,key_resp_STAI_trait_test.keys,key_resp_STAI_trait_test.rt,trials_STAI_trait.thisRepN,trials_STAI_trait.thisTrialN,trials_STAI_trait.thisN,trials_STAI_trait.thisIndex,trials_STAI_trait.ran,text_STAI_trait,control_STAI_trait,Item_nr_STAI_trait,rescore_STAI_trait,STAILoop.thisRepN,STAILoop.thisTrialN,STAILoop.thisN,STAILoop.thisIndex,STAILoop.ran,key_resp_PANAS_1.keys,key_resp_PANAS_1.rt,key_resp_PANAS_test.keys,key_resp_PANAS_test.rt,trials_PANAS.thisRepN,trials_PANAS.thisTrialN,trials_PANAS.thisN,trials_PANAS.thisIndex,trials_PANAS.ran,adjective,posneg,panasnum,PANASLoop.thisRepN,PANASLoop.thisTrialN,PANASLoop.thisN,PANASLoop.thisIndex,PANASLoop.ran,key_resp_BDI_1.keys,key_resp_BDI_1.rt,key_resp_BDI_2.keys,key_resp_BDI_2.rt,key_resp_BDI_trials.keys,key_resp_BDI_trials.rt,trials_BDI.thisRepN,trials_BDI.thisTrialN,trials_BDI.thisN,trials_BDI.thisIndex,trials_BDI.ran,Title_BDI,statement_1_BDI,statement_2_BDI,statement_3_BDI,statement_4_BDI,BDILoop.thisRepN,BDILoop.thisTrialN,BDILoop.thisN,BDILoop.thisIndex,BDILoop.ran,key_resp_instr_Social_media_scale.keys,key_resp_instr_Social_media_scale.rt,key_resp_Social_media_scale_test.keys,key_resp_Social_media_scale_test.rt,Social_media_loop.thisRepN,Social_media_loop.thisTrialN,Social_media_loop.thisN,Social_media_loop.thisIndex,Social_media_loop.ran,Social_media_statement,Item_nr,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_3.keys,key_resp_instr_3.rt,key_resp_instr_3b.keys,key_resp_instr_3b.rt,key_resp_instr_4.keys,key_resp_instr_4.rt,key_resp_instr_5.keys,key_resp_instr_5.rt,key_resp_instr_practice_b.keys,key_resp_instr_practice_b.rt,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_repeat_practice.keys,key_resp_end_experiment.keys,Practice_B.thisRepN,Practice_B.thisTrialN,Practice_B.thisN,Practice_B.thisIndex,Practice_B.ran,Trial_nr,Block_nr,Block_cond,Symbol_left,Symbol_right,Highlighted,Outcome,corrAns,Image,Trial_within_block,Trial_cond,Block_value,key_ass,answer_left,answer_right,key_resp_repeat_practice.rt,key_resp_instr_main_b.keys,key_resp_instr_main_b.rt,key_resp_pause.keys,Main_B.thisRepN,Main_B.thisTrialN,Main_B.thisN,Main_B.thisIndex,Main_B.ran,key_resp_pause.rt,Group_B.thisRepN,Group_B.thisTrialN,Group_B.thisN,Group_B.thisIndex,Group_B.ran,key_resp_memory.keys,key_resp_memory.rt,key_resp_memory_trials.keys,key_resp_memory_trials.rt,memory_loop.thisRepN,memory_loop.thisTrialN,memory_loop.thisN,memory_loop.thisIndex,memory_loop.ran,Memory_cond,Phase,key_resp_end.keys,key_resp_end.rt
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.8338,,,,,,,,81,3,acquisition_N,□,◇,right,nl,c,Stimuli/Encoding/Socks_Baby.jpg,17,0,neg,B,-1,0,,,,,0,80,80,80,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4103,,,,,,,,82,3,acquisition_N,□,◇,left,nl,m,Stimuli/Encoding/Statue_Jesus.jpg,18,1,neg,B,-1,0,,,,,0,81,81,81,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.5072,,,,,,,,83,3,acquisition_N,◇,□,right,nl,m,Stimuli/Encoding/WaterColorPaintset.jpg,19,1,neg,B,-1,0,,,,,0,82,82,82,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.6738,,,,,,,,84,3,acquisition_N,□,◇,right,loss,c,Stimuli/Encoding/Cassette_Video.jpg,20,1,neg,B,-1,0,,,,,0,83,83,83,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6391,,,,,,,,85,3,acquisition_N,◇,□,left,loss,c,Stimuli/Encoding/Dropper.jpg,21,1,neg,B,-1,0,,,,,0,84,84,84,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.4793,,,,,,,,86,3,acquisition_N,◇,□,left,nl,c,Stimuli/Encoding/Door_Green.jpg,22,0,neg,B,-1,0,,,,,0,85,85,85,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.6434,,,,,,,,87,3,acquisition_N,◇,□,right,nl,m,Stimuli/Encoding/Jet.jpg,23,1,neg,B,-1,0,,,,,0,86,86,86,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.6257,,,,,,,,88,3,acquisition_N,□,◇,right,loss,c,Stimuli/Encoding/PirateFlag.jpg,24,1,neg,B,-1,0,,,,,0,87,87,87,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.9795,,,,,,,,89,3,acquisition_N,◇,□,right,nl,m,Stimuli/Encoding/PoliceTape.jpg,25,1,neg,B,-1,0,,,,,0,88,88,88,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.7018,,,,,,,,90,3,acquisition_N,◇,□,left,loss,c,Stimuli/Encoding/Perfume.jpg,26,1,neg,B,-1,0,,,,,0,89,89,89,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.4241,,,,,,,,91,3,acquisition_N,□,◇,right,loss,c,Stimuli/Encoding/Boardgame_Chess.jpg,27,1,neg,B,-1,0,,,,,0,90,90,90,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.5656,,,,,,,,92,3,acquisition_N,◇,□,right,loss,m,Stimuli/Encoding/Card_TwoSpade.jpg,28,0,neg,B,-1,0,,,,,0,91,91,91,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.3783,,,,,,,,93,3,acquisition_N,◇,□,left,loss,c,Stimuli/Encoding/Bird_Duck.jpg,29,1,neg,B,-1,0,,,,,0,92,92,92,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.3753,,,,,,,,94,3,acquisition_N,◇,□,right,nl,m,Stimuli/Encoding/Boat_Sail.jpg,30,1,neg,B,-1,0,,,,,0,93,93,93,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6534,,,,,,,,95,3,acquisition_N,□,◇,right,nl,c,Stimuli/Encoding/Printer.jpg,31,0,neg,B,-1,0,,,,,0,94,94,94,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6185,,,,,,,,96,3,acquisition_N,◇,□,left,nl,c,Stimuli/Encoding/Blanket.jpg,32,0,neg,B,-1,0,,,,,0,95,95,95,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.3672,,,,,,,,97,4,reversal_N_P,◇,□,left,r,c,Stimuli/Encoding/Backhoe.jpg,1,1,pos,B,+1,0,,,,,0,96,96,96,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.5139,,,,,,,,98,4,reversal_N_P,◇,□,right,nr,m,Stimuli/Encoding/MobilityScooter.jpg,2,1,pos,B,+1,0,,,,,0,97,97,97,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.3824,,,,,,,,99,4,reversal_N_P,□,◇,left,r,m,Stimuli/Encoding/FuzzyDice.jpg,3,0,pos,B,+1,0,,,,,0,98,98,98,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.5556,,,,,,,,100,4,reversal_N_P,□,◇,right,r,c,Stimuli/Encoding/House_Rural.jpg,4,1,pos,B,+1,0,,,,,0,99,99,99,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.748,,,,,,,,101,4,reversal_N_P,◇,□,right,r,m,Stimuli/Encoding/Butterfly.jpg,5,0,pos,B,+1,0,,,,,0,100,100,100,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.3967,,,,,,,,102,4,reversal_N_P,□,◇,right,r,c,Stimuli/Encoding/Tray_Wooden.jpg,6,1,pos,B,+1,0,,,,,0,101,101,101,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.2456,,,,,,,,103,4,reversal_N_P,□,◇,left,nr,m,Stimuli/Encoding/Jetski.jpg,7,1,pos,B,+1,0,,,,,0,102,102,102,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.3369,,,,,,,,104,4,reversal_N_P,◇,□,right,r,m,Stimuli/Encoding/Buffalo.jpg,8,0,pos,B,+1,0,,,,,0,103,103,103,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.5295,,,,,,,,105,4,reversal_N_P,□,◇,right,nr,c,Stimuli/Encoding/Hottub.jpg,9,0,pos,B,+1,0,,,,,0,104,104,104,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.392,,,,,,,,106,4,reversal_N_P,◇,□,left,nr,c,Stimuli/Encoding/Seal_Toy.jpg,10,0,pos,B,+1,0,,,,,0,105,105,105,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.3293,,,,,,,,107,4,reversal_N_P,◇,□,right,nr,m,Stimuli/Encoding/Pickaxe.jpg,11,1,pos,B,+1,0,,,,,0,106,106,106,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.3057,,,,,,,,108,4,reversal_N_P,□,◇,right,r,c,Stimuli/Encoding/LetterMail.jpg,12,1,pos,B,+1,0,,,,,0,107,107,107,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6457,,,,,,,,109,4,reversal_N_P,◇,□,left,r,c,Stimuli/Encoding/Comb.jpg,13,1,pos,B,+1,0,,,,,0,108,108,108,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.4702,,,,,,,,110,4,reversal_N_P,◇,□,left,nr,c,Stimuli/Encoding/Tray_Metal.jpg,14,0,pos,B,+1,0,,,,,0,109,109,109,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.387,,,,,,,,111,4,reversal_N_P,□,◇,right,nr,c,Stimuli/Encoding/DogFood.jpg,15,0,pos,B,+1,0,,,,,0,110,110,110,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.4667,,,,,,,,112,4,reversal_N_P,◇,□,right,nr,m,Stimuli/Encoding/Toy_SeeSaw.jpg,16,1,pos,B,+1,0,,,,,0,111,111,111,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.4242,,,,,,,,113,4,reversal_N_P,□,◇,right,r,c,Stimuli/Encoding/BicycleSeat.jpg,17,1,pos,B,+1,0,,,,,0,112,112,112,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6147,,,,,,,,114,4,reversal_N_P,□,◇,right,r,c,Stimuli/Encoding/Mask_Gas.jpg,18,1,pos,B,+1,0,,,,,0,113,113,113,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.6015,,,,,,,,115,4,reversal_N_P,◇,□,right,nr,m,Stimuli/Encoding/ChariotGold.jpg,19,1,pos,B,+1,0,,,,,0,114,114,114,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.3309,,,,,,,,116,4,reversal_N_P,◇,□,right,nr,m,Stimuli/Encoding/Hotdog_Weiner.jpg,20,1,pos,B,+1,0,,,,,0,115,115,115,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.7225,,,,,,,,117,4,reversal_N_P,◇,□,left,r,c,Stimuli/Encoding/Aquarium.jpg,21,1,pos,B,+1,0,,,,,0,116,116,116,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.3023,,,,,,,,118,4,reversal_N_P,□,◇,left,nr,m,Stimuli/Encoding/Handbag.jpg,22,1,pos,B,+1,0,,,,,0,117,117,117,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.9219,,,,,,,,119,4,reversal_N_P,◇,□,left,r,c,Stimuli/Encoding/Bird_Toucan.jpg,23,1,pos,B,+1,0,,,,,0,118,118,118,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.3237,,,,,,,,120,4,reversal_N_P,□,◇,left,nr,m,Stimuli/Encoding/Playground.jpg,24,1,pos,B,+1,0,,,,,0,119,119,119,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.3783,,,,,,,,121,4,reversal_N_P,□,◇,left,r,m,Stimuli/Encoding/Hat_Party.jpg,25,0,pos,B,+1,0,,,,,0,120,120,120,1,,,,,,,,,,,,,,,,,,,
,,33,001,2023-07-10_14h58.30.210,Experiment_Tuerk,2022.2.4,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6668,,,,,,,,122,4,reversal_N_P,◇,□,left,r,c,Stimuli/Encoding/Steeple.jpg,26,1,pos,B,+1,0,,,,,0,121,121,121,1,,,,,,,,,,,,,,,,,,,
